num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
1918;   3641.48;Cl* Melotte 22 ROQUE 22            ;LM*;03 43 21.3 +24 32 02                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1919;   3641.77;NVSS J035142+235305                ;Rad;03 51 42.68 +23 53 04.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1920;   3642.11;[SCG94] X 51                       ;?  ;03 44 18.6 +24 50 39                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1921;   3642.23;Cl Melotte 22 2708                 ;*  ;03 50 31.0457532864 +24 50 17.214350820;     ~   ;12.57    ;12.03    ;     ~   ;~              
1922;   3642.34;Cl Melotte 22 265                  ;*  ;03 44 03.2949339456 +23 27 17.241081084;     ~   ;15.24    ;14.03    ;13.62    ;~              
1923;   3645.02;DANCe J03494114+2314594            ;Er*;03 49 41.1358205568 +23 14 59.483151384;     ~   ;     ~   ;     ~   ;     ~   ;~              
1924;   3645.31;WISE J034657.91+250727.9           ;G? ;03 46 57.91824 +25 07 27.9228          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1925;   3645.55;Cl* Melotte 22 IPL 25              ;LM*;03 43 03.78408 +23 54 20.0844          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1926;   3646.48;V* V1055 Tau                       ;Er*;03 51 47.4947037720 +24 16 06.612445200;     ~   ;     ~   ;     ~   ;     ~   ;~              
1927;   3648.22;HAT 260-07185                      ;*  ;03 51 02.5640340384 +24 41 56.846991624;     ~   ;     ~   ;     ~   ;     ~   ;~              
1928;   3649.01;Cl* Melotte 22 MT 92               ;PM*;03 48 25.0695116760 +23 07 48.814893660;     ~   ;17.0     ;15.6     ;     ~   ;M:             
1929;   3649.76;UCAC4 575-008783                   ;*  ;03 45 06.7201053696 +24 59 12.517681380;     ~   ;14.93    ;14.07    ;13.82    ;~              
1930;   3650.99;V* V1020 Tau                       ;Er*;03 51 49.9154062872 +24 11 50.448654924;     ~   ;     ~   ;     ~   ;     ~   ;~              
1931;   3653.79;[SCG94] X 44                       ;?  ;03 44 09.8 +24 48 54                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1932;   3657.88;Cl Melotte 22 740                  ;Er*;03 45 42.4520568624 +25 03 25.502742864;     ~   ;14.51    ;13.43    ;     ~   ;M:             
1933;   3658.53;Cl* Melotte 22 DH 670              ;Er*;03 50 27.3447026113 +23 22 45.162880765;     ~   ;     ~   ;18.16    ;     ~   ;~              
1934;   3658.64;[SCG94] X 291                      ;?  ;03 51 04.6 +24 41 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1935;   3661.56;Cl Melotte 22 53                   ;*  ;03 43 10.1405335656 +23 48 00.681469488;     ~   ;15.37    ;13.6     ;     ~   ;M:             
1936;   3662.44;HD 282955                          ;*  ;03 46 52.0479138576 +25 07 36.429723624;     ~   ;10.83    ;10.50    ;     ~   ;A5             
1937;   3664.03;Cl* Melotte 22 BPL 223             ;PM*;03 50 03.9396938232 +24 56 03.009357672;     ~   ;     ~   ;     ~   ;     ~   ;~              
1938;   3664.21;V* LT Tau                          ;Er*;03 42 56.5414250592 +24 04 57.984145968;     ~   ;17.797   ;16.238   ;     ~   ;M3.5           
1939;   3664.71;Cl* Melotte 22 DH 650              ;PM*;03 50 04.9962780096 +23 18 17.445872880;     ~   ;     ~   ;     ~   ;     ~   ;~              
1940;   3664.74;[SCG94] X 73                       ;G  ;03 44 53.9 +24 57 39                   ;     ~   ;19.15    ;     ~   ;     ~   ;~              
1941;   3672.35;HD 282956                          ;*  ;03 47 54.0483058128 +25 07 49.420160220;     ~   ;11.63    ;9.88     ;     ~   ;M0             
1942;   3672.94;HD 23513                           ;PM*;03 46 39.9969863424 +23 06 37.194884441;9.85     ;9.91     ;9.40     ;8.97     ;F5V            
1943;   3673.35;Gaia DR3 68300837684062976         ;WD?;03 43 19.6366093536 +24 32 29.192418312;     ~   ;     ~   ;     ~   ;     ~   ;~              
1944;   3676.56;V* V617 Tau                        ;Er*;03 42 56.9509107576 +24 13 42.279296592;     ~   ;19.0     ;     ~   ;     ~   ;~              
1945;   3678.23;Cl* Melotte 22 DH 396              ;Er*;03 45 33.9792191256 +23 11 06.763100604;     ~   ;     ~   ;     ~   ;     ~   ;~              
1946;   3679.12;V* V977 Tau                        ;Er*;03 51 43.2095582448 +23 51 02.826392184;     ~   ;16.2     ;     ~   ;     ~   ;~              
1947;   3681.54;1AXG J034334+2439                  ;X  ;03 43 34.7 +24 39 14                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1948;   3682.27;Cl* Melotte 22 BPL 47              ;PM*;03 42 56.5581131237 +24 13 45.765182683;     ~   ;     ~   ;     ~   ;     ~   ;~              
1949;   3682.57;Cl* Melotte 22 CALAR 23            ;PM*;03 42 55.13 +24 09 02.6                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1950;   3683.21;HD 23353                           ;PM*;03 45 22.4011241832 +23 12 17.468179380;     ~   ;9.11     ;8.45     ;     ~   ;G0             
1951;   3687.01;Cl* Melotte 22 IPL 26              ;*  ;03 42 55.29 +24 03 08.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1952;   3689.79;HD 23464                           ;PM*;03 46 12.6884612472 +23 07 42.737683332;     ~   ;9.29     ;8.67     ;     ~   ;~              
1953;   3693.15;V* V539 Tau                        ;Er*;03 47 25.7891402808 +25 08 33.066300300;     ~   ;18.68    ;16.91    ;     ~   ;M4             
1954;   3694.43;Cl* Melotte 22 CALAR 29            ;*  ;03 42 54.18 +24 08 11.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1955;   3696.69;TYC 1804-2485-1                    ;*  ;03 47 20.1255582864 +25 08 36.315099600;     ~   ;12.32    ;11.99    ;     ~   ;~              
1956;   3697.69;V* V675 Tau                        ;Er*;03 50 53.9657345736 +24 45 54.945109548;     ~   ;17.1     ;     ~   ;     ~   ;~              
1957;   3697.79;UGCS J034637.20+250742.4           ;BD?;03 46 37.18156 +25 07 42.2627          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1958;   3698.52;[SCG94] X 20                       ;X  ;03 43 29.1 +24 37 38                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1959;   3701.01;Cl Melotte 22 3034                 ;*  ;03 51 27.8818333200 +24 33 48.825044172;     ~   ;12.22    ;11.76    ;     ~   ;~              
1960;   3703.62;HD 23289                           ;*  ;03 44 51.2354703456 +23 16 08.116761576;     ~   ;9.33     ;9.01     ;     ~   ;F3V            
1961;   3704.39;V* V475 Tau A                      ;*  ;03 51 53.8965094460 +24 02 51.753729065;     ~   ;     ~   ;     ~   ;     ~   ;~              
1962;   3704.71;V* V475 Tau                        ;Y*O;03 51 53.91984 +24 02 51.7452          ;     ~   ;18.68    ;16.92    ;     ~   ;~              
1963;   3706.09;V* V475 Tau B                      ;*  ;03 51 54.0176131872 +24 02 51.161972820;     ~   ;     ~   ;     ~   ;     ~   ;~              
1964;   3706.63;Cl Melotte 22 315                  ;*  ;03 44 16.9599981456 +23 22 27.142827744;     ~   ;13.38    ;     ~   ;     ~   ;~              
1965;   3706.74;BD+22 542                          ;PM*;03 45 25.0458128400 +23 11 33.029121372;     ~   ;11.6     ;10.6     ;     ~   ;G4             
1966;   3707.34;HD 23232                           ;*  ;03 44 20.2200174192 +24 52 29.756321364;     ~   ;10.46    ;8.848    ;     ~   ;K2             
1967;   3708.26;ATO J056.4027+23.1715              ;EB?;03 45 36.660360 +23 10 17.66604        ;     ~   ;16.516   ;16.012   ;15.921   ;~              
1968;   3708.46;BD+23 494                          ;*  ;03 43 14.0151031584 +23 43 24.524688936;     ~   ;11.28    ;9.512    ;     ~   ;K5             
1969;   3712.80;Cl* Melotte 22 ROQUE 24            ;LM*;03 43 21.1027851144 +24 34 43.281326604;     ~   ;     ~   ;     ~   ;     ~   ;~              
1970;   3714.49;V* V522 Tau                        ;Er*;03 45 24.6409044720 +25 02 38.671676520;     ~   ;     ~   ;     ~   ;     ~   ;~              
1971;   3716.29;TXS 0348+235                       ;Rad;03 51 30.9 +23 41 28                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1972;   3717.67;UGCS J034704.90+250848.4           ;BD?;03 47 04.91265 +25 08 48.5538          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1973;   3718.78;UGCS J034648.77+250827.7           ;G  ;03 46 48.76883 +25 08 27.6243          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1974;   3718.90;2MASS J03432612+2437072            ;Y*O;03 43 26.1278868432 +24 37 07.317202584;     ~   ;14.17    ;13.31    ;13.10    ;~              
1975;   3720.00;Cl* Melotte 22 HAR 424             ;*  ;03 47 24.0 +25 09 00                   ;     ~   ;19.5     ;     ~   ;     ~   ;~              
1976;   3720.76;Cl* Melotte 22 IPL 27              ;*  ;03 42 54.16 +23 59 51.6                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1977;   3724.03;DANCe J03505217+2327112            ;PM*;03 50 52.1628330192 +23 27 11.543363208;     ~   ;     ~   ;     ~   ;     ~   ;~              
1978;   3724.79;HD 23410B                          ;*  ;03 45 48.7055446392 +23 08 52.990302228;     ~   ;11.06    ;9.97     ;     ~   ;~              
1979;   3726.09;Cl* Melotte 22 DH 589              ;Er*;03 48 44.0424757617 +25 06 22.619994009;     ~   ;     ~   ;     ~   ;     ~   ;~              
1980;   3727.32;HD 23410                           ;PM*;03 45 48.8151076872 +23 08 49.727194548;     ~   ;6.925    ;6.909    ;     ~   ;A0Va           
1981;   3738.43;** SKF 837C                        ;PM*;03 45 49.3631755920 +23 08 35.069246700;     ~   ;     ~   ;     ~   ;     ~   ;~              
1982;   3739.04;[AKS95] 18                         ;*  ;03 44 11.51 +23 22 55.0                ;     ~   ;12.425   ;11.512   ;     ~   ;~              
1983;   3739.67;Cl* Melotte 22 SRS 65847           ;*  ;03 46 06.2062382880 +25 06 46.043648424;     ~   ;17.09    ;15.97    ;     ~   ;~              
1984;   3741.16;1RXS J034313.3+243201              ;X  ;03 43 13.30 +24 32 01.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1985;   3742.69;Cl* Melotte 22 DH 269              ;PM*;03 43 29.8886494560 +24 39 23.799780108;23.537   ;     ~   ;20.0     ;     ~   ;~              
1986;   3742.93;V* V963 Tau                        ;BY*;03 43 37.7294586035 +23 32 09.560933897;11.82    ;11.4     ;10.6     ;     ~   ;G5V            
1987;   3748.03;V* V760 Tau                        ;Er*;03 50 20.8603434840 +23 19 25.382153424;     ~   ;18.7     ;     ~   ;     ~   ;~              
1988;   3748.37;HD 282952                          ;Y*O;03 46 27.3523093248 +25 08 07.920713904;     ~   ;11.3     ;10.9     ;     ~   ;F9             
1989;   3748.60;V* V966 Tau                        ;BY*;03 44 11.2145003449 +23 22 45.575870257;     ~   ;12.30    ;11.46    ;     ~   ;~              
1990;   3754.66;V* V388 Tau                        ;Er*;03 51 55.0428665664 +23 57 42.281515224;     ~   ;     ~   ;     ~   ;     ~   ;~              
1991;   3756.05;2MASS J03460578+2507013            ;*  ;03 46 05.7806894832 +25 07 01.417978128;     ~   ;     ~   ;     ~   ;     ~   ;~              
1992;   3758.47;Cl* Melotte 22 KPNO 5              ;LM*;03 49 56.8014096984 +24 59 07.269301680;     ~   ;     ~   ;     ~   ;     ~   ;~              
1993;   3760.41;V* V378 Tau                        ;Y*O;03 51 05.5717147278 +24 44 12.404879275;     ~   ;15.14    ;13.89    ;     ~   ;K4e            
1994;   3760.45;V* V767 Tau                        ;Er*;03 51 56.7388185768 +24 14 40.760736576;     ~   ;     ~   ;     ~   ;     ~   ;~              
1995;   3762.76;2MASS J03452772+2310134            ;Y*O;03 45 27.7150256208 +23 10 13.345214880;     ~   ;18.236   ;16.590   ;     ~   ;~              
1996;   3763.09;Wolf 1286                          ;PM*;03 47 54.0533668560 +25 09 20.716742952;     ~   ;15.75    ;     ~   ;13.2     ;M:             
1997;   3764.94;PGCC G167.77-23.63                 ;MoC;03 50 11.444 +23 17 19.08              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
1998;   3765.07;UGCS J035138.95+243044.7           ;*  ;03 51 38.9693270564 +24 30 44.265924202;     ~   ;     ~   ;     ~   ;     ~   ;~              
1999;   3765.72;TYC 1800-673-1                     ;*  ;03 50 49.2956345112 +23 25 22.295210268;     ~   ;12.37    ;11.39    ;     ~   ;~              
2000;   3765.87;V* V882 Tau                        ;Er*;03 51 57.1282653408 +23 59 48.502623768;     ~   ;     ~   ;     ~   ;     ~   ;~              
2001;   3766.18;V* V762 Tau                        ;Er*;03 50 33.9583687968 +24 52 31.509419988;     ~   ;     ~   ;     ~   ;     ~   ;~              
2002;   3766.22;TYC 1800-929-1                     ;*  ;03 51 55.9443729504 +24 16 43.513877424;     ~   ;12.09    ;11.42    ;     ~   ;~              
2003;   3766.25;LP 357-23                          ;Y*O;03 51 55.3384933665 +23 56 54.461515434;     ~   ;17.7     ;     ~   ;15.3     ;~              
2004;   3767.78;Cl* Melotte 22 SK 668              ;Er*;03 42 49.1062301892 +24 10 15.825463741;21.337   ;18.559   ;16.953   ;     ~   ;M3.5e          
2005;   3770.25;Cl* Melotte 22 SK 459              ;*  ;03 46 48.2 +23 04 42                   ;     ~   ;     ~   ;14.29    ;     ~   ;~              
2006;   3773.76;Gaia DR3 66871373787534208         ;Y*?;03 50 12.3693008976 +24 56 53.780093556;     ~   ;     ~   ;     ~   ;     ~   ;~              
2007;   3774.91;BD+23 493                          ;*  ;03 42 55.8631072080 +23 52 34.773033468;     ~   ;11.02    ;10.23    ;     ~   ;G2             
2008;   3779.12;1RXS J034409.1+232231              ;X  ;03 44 09.098 +23 22 31.51              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2009;   3781.36;Cl* Melotte 22 BPL 45              ;*  ;03 42 48.1622628840 +24 04 01.465386204;     ~   ;     ~   ;     ~   ;     ~   ;~              
2010;   3782.94;V* V354 Tau                        ;Y*O;03 48 58.9647489120 +25 06 14.360021676;     ~   ;15.35    ;14.01    ;13.46    ;K7             
2011;   3784.26;UCAC4 576-008890                   ;*  ;03 45 07.4545070616 +25 01 54.116164992;     ~   ;13.007   ;12.474   ;12.371   ;~              
2012;   3784.95;Cl* Melotte 22 IPL 9               ;*  ;03 43 04.57 +23 45 25.6                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2013;   3785.03;Cl* Melotte 22 DH 715              ;PM*;03 51 33.9933539865 +24 34 09.116181820;     ~   ;     ~   ;     ~   ;     ~   ;~              
2014;   3789.88;Cl Melotte 22 117                  ;*  ;03 43 36.0 +24 43 00                   ;     ~   ;15.3     ;     ~   ;     ~   ;~              
2015;   3790.60;Gaia DR2 65090126292336640         ;WD?;03 43 31.0365758088 +23 33 02.467331856;     ~   ;     ~   ;     ~   ;     ~   ;~              
2016;   3793.90;Cl* Melotte 22 DH 732              ;*  ;03 51 58.3404942960 +23 58 19.521641640;     ~   ;     ~   ;     ~   ;     ~   ;~              
2017;   3794.43;Cl* Melotte 22 HHJ 59              ;*  ;03 44 11.2744457712 +24 52 34.502058120;     ~   ;     ~   ;19.3     ;     ~   ;M5             
2018;   3799.68;1RXS J035137.5+243300              ;X  ;03 51 37.500 +24 33 00.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2019;   3800.97;[SCG94] X 303                      ;?  ;03 51 59.0 +23 58 33                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2020;   3803.43;V* V533 Tau                        ;Er*;03 46 48.7810686726 +23 04 07.509784985;     ~   ;17.682   ;16.155   ;     ~   ;~              
2021;   3809.23;Cl* Melotte 22 HHJ 33              ;Er*;03 46 21.3911510304 +23 05 09.244323312;     ~   ;     ~   ;     ~   ;     ~   ;~              
2022;   3809.31;Cl Melotte 22 43                   ;*  ;03 43 06.0 +24 31 00                   ;     ~   ;14.5     ;     ~   ;     ~   ;~              
2023;   3810.51;V* V816 Tau                        ;BY*;03 51 53.3859880635 +24 23 13.082093440;     ~   ;13.67    ;12.69    ;     ~   ;K0V            
2024;   3812.53;V* V462 Tau                        ;Er*;03 48 46.0985741592 +25 07 44.468266044;     ~   ;     ~   ;     ~   ;     ~   ;~              
2025;   3815.55;Cl* Melotte 22 IPL 28              ;*  ;03 42 49.7925007848 +23 55 53.029099848;     ~   ;     ~   ;     ~   ;     ~   ;~              
2026;   3817.86;HD 24194                           ;PM*;03 51 56.8624256040 +23 54 07.044904908;     ~   ;10.61    ;10.07    ;     ~   ;G0V            
2027;   3819.86;Cl* Melotte 22 DH 459              ;Er*;03 46 36.0628220202 +23 04 17.405931952;     ~   ;     ~   ;17.70    ;     ~   ;M4             
2028;   3820.22;V* V1054 Tau                       ;Y*O;03 51 39.2751951048 +24 32 56.043000960;     ~   ;13.15    ;12.15    ;12.30    ;~              
2029;   3831.49;IRAS 03475+2445                    ;FIR;03 50 32.4 +24 54 20                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2030;   3844.41;Cl* Melotte 22 TRU R9              ;*  ;03 42 46.0 +24 16 18                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2031;   3844.64;V* V560 Tau                        ;Er*;03 51 32.3642771424 +24 37 06.938152356;     ~   ;14.36    ;12.97    ;     ~   ;~              
2032;   3845.12;BD+23 492                          ;*  ;03 42 45.9317198496 +24 16 16.437290736;     ~   ;11.65    ;10.39    ;     ~   ;G7             
